ID,MODEM_NUMBER,STATUS,ERROR,ERROR_CODE,MSISDN,SENT,MODEM_INDEX_I2C,TIMESTAMP,NETWORK,USE_CALL,USE_SMS,IS_LOOPBACK_MSISDN,MODEM_MSISDN,MODEL,IMEI,IMSI,REGISTRATION_STATUS,OPERATOR,RAT,ARFCN,BSIC,PSC,PCI,MCC,MNC,LAC,CELL_ID,RSSI,SNR,CALL_RESULT,SMS_RESULT,LATITUDE,LONGITUDE,ALTITUDE,SESSION_NAME,SUCCESS_RATE
66842,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2025-12-17 09:48:35,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,2.0,,,,,,,,,,,,,[],,33.03517,-83.93677,0.0,Garage,0.0
66843,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-18 11:38:46,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,1025.0,,,137.0,310.0,260.0,30497.0,43420939.0,-83.0,-12.0,"[""OK"", ""FAIL""]",,33.03517,-83.93677,0.0,Garage,50.0
66844,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-18 11:38:46,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,1025.0,,,137.0,310.0,260.0,30497.0,43420939.0,-97.0,-9.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66845,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-18 11:38:46,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,675.0,,,50.0,310.0,410.0,11533.0,187320842.0,-81.0,-15.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66846,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-18 11:38:46,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,50.0,310.0,410.0,11533.0,187320842.0,-79.0,-15.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66847,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-18 11:38:46,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,2450.0,,,189.0,311.0,480.0,44810.0,44921104.0,-93.0,-17.0,"[""FAIL"", ""FAIL""]",,33.03517,-83.93677,0.0,Garage,0.0
66848,6,ERROR,Modem already closed,-1,14049400438,0,6,2025-12-18 11:38:46,auto,1,0,0,14703890674,,,,,,,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.03517,-83.93677,0.0,Garage,0.0
66849,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 08:24:50,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-63.0,-9.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66850,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 08:24:50,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-66.0,-9.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66851,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 08:24:50,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,237.0,9.0,,,311.0,480.0,100.0,100.0,-93.0,0.0,"[""FAIL"", ""FAIL""]",,33.03517,-83.93677,0.0,Garage,0.0
66852,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 08:24:50,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,,,237.0,9.0,,,311.0,480.0,100.0,100.0,-93.0,0.0,"[""OK"", ""FAIL""]",,33.03517,-83.93677,0.0,Garage,50.0
66853,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 08:24:50,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-90.0,-16.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66854,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 08:24:50,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-91.0,-16.0,"[""OK"", ""OK""]",,33.03517,-83.93677,0.0,Garage,100.0
66855,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 08:39:06,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-61.0,-8.0,"[""OK"", ""OK""]",,32.98728,-82.5928,0.0,Garage,100.0
66856,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 08:39:06,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-62.0,-8.0,"[""OK"", ""OK""]",,32.98728,-82.5928,0.0,Garage,100.0
66857,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 08:39:06,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98728,-82.5928,0.0,Garage,0.0
66858,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 08:39:06,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,1.0,AT&T,LTE,675.0,,,390.0,310.0,410.0,11520.0,190236426.0,-94.0,-14.0,"[""OK"", ""OK""]",,32.98728,-82.5928,0.0,Garage,100.0
66859,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 08:39:06,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-90.0,-16.0,"[""OK"", ""OK""]",,32.98728,-82.5928,0.0,Garage,100.0
66860,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 08:39:06,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-94.0,-14.0,"[""OK"", ""OK""]",,32.98728,-82.5928,0.0,Garage,100.0
66861,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 08:44:34,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-62.0,-9.0,"[""OK"", ""OK""]",,32.9873,-82.5928,0.0,Garage,100.0
66862,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 08:44:34,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-65.0,-8.0,"[""OK"", ""OK""]",,32.9873,-82.5928,0.0,Garage,100.0
66863,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 08:44:34,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,,,,,,,,,,,"[""OK"", ""OK""]",,32.9873,-82.5928,0.0,Garage,100.0
66864,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 08:44:34,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,5.0,Roaming,GSM,,,,,,,,,,,"[""OK"", ""OK""]",,32.9873,-82.5928,0.0,Garage,100.0
66865,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 08:44:34,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-92.0,-14.0,"[""FAIL"", ""FAIL""]",,32.9873,-82.5928,0.0,Garage,0.0
66866,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 08:44:34,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-91.0,-14.0,"[""FAIL"", ""FAIL""]",,32.9873,-82.5928,0.0,Garage,0.0
66867,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 08:49:44,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-50.0,-11.0,"[""OK"", ""OK""]",,32.98728,-82.59276,0.0,Garage,100.0
66868,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 08:49:44,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-52.0,-10.0,"[""OK"", ""OK""]",,32.98728,-82.59276,0.0,Garage,100.0
66869,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 08:49:44,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,,,,,,,,,,,"[""OK"", ""OK""]",,32.98728,-82.59276,0.0,Garage,100.0
66870,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 08:49:44,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,5.0,Roaming,GSM,,,,,,,,,,,"[""OK"", ""OK""]",,32.98728,-82.59276,0.0,Garage,100.0
66871,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 08:49:44,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,2450.0,,,100.0,311.0,480.0,44827.0,44810266.0,-92.0,-16.0,"[""FAIL"", ""FAIL""]",,32.98728,-82.59276,0.0,Garage,0.0
66872,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 08:49:44,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,2450.0,,,100.0,311.0,480.0,44827.0,44810266.0,-92.0,-16.0,"[""FAIL"", ""FAIL""]",,32.98728,-82.59276,0.0,Garage,0.0
66873,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 09:30:36,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-80.0,-12.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66874,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:30:36,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-80.0,-13.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66875,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 09:30:36,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66876,4,ERROR,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 09:30:36,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,,,,,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66877,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 09:30:36,auto,1,0,0,14706128781,Quectel EG25,867929068549957.0,310410458692547.0,5.0,Roaming,GSM,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66878,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 09:30:36,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66879,1,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,1,2025-12-24 09:31:55,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-78.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66880,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:31:55,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-81.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66881,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 09:31:55,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66882,4,IDLE,Modem is not connected: 0 (Not registered. ME is not currently searching a new operator to register to),-22,14049400438,0,4,2025-12-24 09:31:55,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,311480117211386.0,0.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66883,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2025-12-24 09:31:55,auto,1,0,0,14706128781,Quectel EG25,867929068549957.0,310410458692547.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66884,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2025-12-24 09:31:55,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66885,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 09:34:16,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-84.0,-5.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66886,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:34:16,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-81.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66887,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 09:34:16,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66888,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2025-12-24 09:34:16,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66889,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 09:34:16,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-80.0,-12.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66890,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 09:34:16,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-80.0,-11.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66891,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 09:35:58,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-79.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66892,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:35:58,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-80.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66893,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 09:35:58,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66894,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2025-12-24 09:35:58,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66895,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 09:35:58,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,1025.0,,,222.0,310.0,260.0,30507.0,35669773.0,-93.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66896,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 09:35:58,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-78.0,-13.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66897,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 09:38:20,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-90.0,-8.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66898,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:38:20,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-86.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66899,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 09:38:20,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66900,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2025-12-24 09:38:20,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66901,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 09:38:20,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-87.0,-11.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66902,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 09:38:20,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-87.0,-10.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66903,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 09:40:02,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-89.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66904,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:40:02,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-81.0,-11.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66905,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 09:40:02,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66906,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2025-12-24 09:40:02,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66907,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 09:40:02,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-87.0,-10.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66908,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 09:40:02,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-81.0,-14.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66909,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 09:42:23,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-87.0,-8.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66910,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 09:42:23,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-86.0,-11.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66911,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 09:42:23,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
